agent,seed,n,message,decoded message,score
3,713879,100,test,NULL,0
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,PARTIAL: Tavio Cheyanna Erendida Minetto,0
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,PARTIAL: LAX 9999 00002023,0
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,PARTIAL: Antwan Clarisa Shawanda Oliveburg Miriam Elisebeth   Millard   Ama   Aarika    Sherry,0
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,  et    chinese recruits slogan had July,0
3,713879,100,NULL,NULL,1
3,713879,100,NULL,bbbbbbbbbbbbbbbbbbb,0
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
3,713879,100,NULL,NULL,1
