agent,seed,n,message,decoded message,score
7,966349,0,@66liquidatorsmyrabalanus40,PARTIAL: @66liquidator,0.4642857142857143
7,966349,0,@litres822backhooker4,PARTIAL: @litres822bac,0.5909090909090909
7,966349,0,@5forehallcotyledonal17sumerology8wheelwright,PARTIAL: @5forehallcot,0.2826086956521739
7,966349,0,@9swinehulltetanilla61nippily0,PARTIAL: @9swinehullte,0.41935483870967744
7,966349,0,@preconsultationverdurousness7micrometeor38anticritic12,PARTIAL: @preconsultat,0.23214285714285715
7,966349,0,@stanchionmonocarbonate9arresteezoozoo98,PARTIAL: @stanchionmon,0.3170731707317073
7,966349,0,@scragglyselly94,PARTIAL: @scragglysell,0.7647058823529411
7,966349,0,@1sarcolite684endogenetic8,PARTIAL: @1sarcolite68,0.48148148148148145
7,966349,0,@uninfectablemammas5lipper5771,PARTIAL: @uninfectable,0.41935483870967744
7,966349,0,@256kritrimaspokesmanshipaeriesapproximating5,PARTIAL: @256kritrimas,0.2826086956521739
7,966349,0,@choleinic9roadworthiness1metarhyolitetocororo93,PARTIAL: @choleinic9ro,0.2653061224489796
7,966349,0,@unespousednagginslidingness08961,PARTIAL: @unespousedna,0.38235294117647056
7,966349,0,@misspelling6percur09poltrooneryfootprints1,PARTIAL: @misspelling6,0.29545454545454547
7,966349,0,@overpositivecommend81425,PARTIAL: @overpositive,0.5
7,966349,0,@4leprosarium65snook,PARTIAL: @4leprosarium,0.6190476190476191
7,966349,0,@8iridial4prorebel,PARTIAL: @8iridial4pro,0.6842105263157895
7,966349,0,@99purpuriferous5herdship,PARTIAL: @99purpurifer,0.5
7,966349,0,@lycoperdales23gentianales53baggager,PARTIAL: @lycoperdales,0.35135135135135137
7,966349,0,@72heliozoa0cuckoldedichthyolatry1,PARTIAL: @72heliozoa0c,0.37142857142857144
7,966349,0,@ponderingdissertationist7540,PARTIAL: @ponderingdis,0.43333333333333335
7,966349,0,@6bilirubinicmethodical0,PARTIAL: @6bilirubinic,0.52
7,966349,0,@9neurarthropathygnatty108complimentariness3,PARTIAL: @9neurarthrop,0.28888888888888886
7,966349,0,@0unravelssclerodermitis47,PARTIAL: @0unravelsscl,0.48148148148148145
7,966349,0,@02influxable1hyaenodontoidflashflood4,PARTIAL: @02influxable,0.3333333333333333
7,966349,0,@78retrospectsomphacine5prognosticable6,PARTIAL: @78retrospect,0.325
7,966349,0,@015stokehole9assistanted,PARTIAL: @015stokehole,0.5
